WORD,POS,INFO,SOURCE_FILE
existing,VBG,26,wsj_0118.dp
stock-selection,JJ,26,wsj_0118.dp
products,NNS,22,wsj_0118.dp
.,.,12,wsj_0118.dp
They,PRP,2,wsj_0118.dp
may,MD,0,wsj_0118.dp
",",",",2,wsj_0118.dp
however,RB,2,wsj_0118.dp
",",",",2,wsj_0118.dp
risk,VB,2,wsj_0118.dp
bringing,VBG,6,wsj_0118.dp
some,DT,10,wsj_0118.dp
damaging,JJ,10,wsj_0118.dp
interference,NN,7,wsj_0118.dp
from,IN,7,wsj_0118.dp
outside,IN,11,wsj_0118.dp
the,DT,14,wsj_0118.dp
markets,NNS,12,wsj_0118.dp
themselves,PRP,6,wsj_0118.dp
.,.,2,wsj_0118.dp
How,WRB,2,wsj_0118.dp
does,VBZ,0,wsj_0118.dp
a,DT,6,wsj_0118.dp
nice,JJ,6,wsj_0118.dp
new,JJ,6,wsj_0118.dp
tax,NN,2,wsj_0118.dp
",",",",10,wsj_0118.dp
say,VB,10,wsj_0118.dp
5,CD,10,wsj_0118.dp
%,NN,6,wsj_0118.dp
",",",",10,wsj_0118.dp
on,IN,6,wsj_0118.dp
any,DT,15,wsj_0118.dp
financial,JJ,15,wsj_0118.dp
transaction,NN,12,wsj_0118.dp
sound,VB,2,wsj_0118.dp
?,.,2,wsj_0118.dp
That,DT,2,wsj_0118.dp
ought,MD,0,wsj_0118.dp
to,TO,4,wsj_0118.dp
make,VB,2,wsj_0118.dp
sure,JJ,4,wsj_0118.dp
we,PRP,7,wsj_0118.dp
're,VBP,5,wsj_0118.dp
all,DT,7,wsj_0118.dp
thinking,VBG,7,wsj_0118.dp
for,IN,9,wsj_0118.dp
the,DT,13,wsj_0118.dp
long,JJ,13,wsj_0118.dp
term,NN,10,wsj_0118.dp
.,.,2,wsj_0118.dp
Getting,VBG,0,wsj_0118.dp
a,DT,5,wsj_0118.dp
level,NN,5,wsj_0118.dp
playing,NN,5,wsj_0118.dp
field,NN,1,wsj_0118.dp
.,.,1,wsj_0118.dp
This,DT,2,wsj_0118.dp
argument,NN,3,wsj_0118.dp
is,VBZ,0,wsj_0118.dp
perhaps,RB,3,wsj_0118.dp
the,DT,8,wsj_0118.dp
most,RBS,7,wsj_0118.dp
interesting,JJ,8,wsj_0118.dp
one,CD,3,wsj_0118.dp
for,IN,8,wsj_0118.dp
abolishing,VBG,9,wsj_0118.dp
program,NN,12,wsj_0118.dp
trading,NN,10,wsj_0118.dp
--,:,3,wsj_0118.dp
not,RB,3,wsj_0118.dp
because,IN,14,wsj_0118.dp
of,IN,15,wsj_0118.dp
its,PRP$,18,wsj_0118.dp
merits,NNS,15,wsj_0118.dp
",",",",14,wsj_0118.dp
but,CC,14,wsj_0118.dp
because,IN,14,wsj_0118.dp
of,IN,21,wsj_0118.dp
the,DT,24,wsj_0118.dp
firms,NNS,21,wsj_0118.dp
championing,VBG,24,wsj_0118.dp
the,DT,27,wsj_0118.dp
cause,NN,25,wsj_0118.dp
.,.,3,wsj_0118.dp
The,DT,2,wsj_0118.dp
loudest,JJS,6,wsj_0118.dp
of,IN,2,wsj_0118.dp
these,DT,5,wsj_0118.dp
reformers,NNS,3,wsj_0118.dp
are,VBP,0,wsj_0118.dp
money,NN,8,wsj_0118.dp
managers,NNS,6,wsj_0118.dp
who,WP,8,wsj_0118.dp
cater,VBP,9,wsj_0118.dp
to,TO,10,wsj_0118.dp
smaller,JJR,13,wsj_0118.dp
investors,NNS,11,wsj_0118.dp
.,.,6,wsj_0118.dp
They,PRP,3,wsj_0118.dp
continually,RB,3,wsj_0118.dp
advise,VBP,0,wsj_0118.dp
their,PRP$,5,wsj_0118.dp
clients,NNS,3,wsj_0118.dp
on,IN,3,wsj_0118.dp
which,WDT,6,wsj_0118.dp
individual,JJ,7,wsj_0118.dp
stocks,NNS,7,wsj_0118.dp
to,TO,11,wsj_0118.dp
buy,VB,7,wsj_0118.dp
or,CC,11,wsj_0118.dp
sell,VB,11,wsj_0118.dp
",",",",3,wsj_0118.dp
while,IN,3,wsj_0118.dp
their,PRP$,17,wsj_0118.dp
clients,NNS,18,wsj_0118.dp
continue,VBP,15,wsj_0118.dp
to,TO,20,wsj_0118.dp
hope,VB,18,wsj_0118.dp
for,IN,20,wsj_0118.dp
superior,JJ,23,wsj_0118.dp
performance,NN,21,wsj_0118.dp
.,.,3,wsj_0118.dp
Even,RB,2,wsj_0118.dp
with,IN,9,wsj_0118.dp
mutual,JJ,4,wsj_0118.dp
funds,NNS,2,wsj_0118.dp
",",",",9,wsj_0118.dp
the,DT,8,wsj_0118.dp
little,JJ,8,wsj_0118.dp
investor,NN,9,wsj_0118.dp
continues,VBZ,0,wsj_0118.dp
to,TO,11,wsj_0118.dp
tolerate,VB,9,wsj_0118.dp
high,JJ,13,wsj_0118.dp
fees,NNS,19,wsj_0118.dp
",",",",19,wsj_0118.dp
high,JJ,16,wsj_0118.dp
commissions,NNS,19,wsj_0118.dp
and,CC,19,wsj_0118.dp
poor,JJ,19,wsj_0118.dp
performance,NN,11,wsj_0118.dp
",",",",9,wsj_0118.dp
while,IN,9,wsj_0118.dp
index-fund,NN,23,wsj_0118.dp
managers,NNS,25,wsj_0118.dp
slowly,RB,25,wsj_0118.dp
amass,VBP,21,wsj_0118.dp
a,DT,28,wsj_0118.dp
better,JJR,28,wsj_0118.dp
record,NN,25,wsj_0118.dp
with,IN,28,wsj_0118.dp
lower,JJR,31,wsj_0118.dp
fees,NNS,37,wsj_0118.dp
",",",",37,wsj_0118.dp
lower,JJR,34,wsj_0118.dp
commissions,NNS,37,wsj_0118.dp
and,CC,37,wsj_0118.dp
less,JJR,37,wsj_0118.dp
risk,NN,29,wsj_0118.dp
.,.,9,wsj_0118.dp
Yet,CC,4,wsj_0118.dp
our,PRP$,3,wsj_0118.dp
efforts,NNS,4,wsj_0118.dp
are,VBP,0,wsj_0118.dp
somehow,RB,4,wsj_0118.dp
less,RBR,7,wsj_0118.dp
noble,JJ,4,wsj_0118.dp
than,IN,7,wsj_0118.dp
those,DT,8,wsj_0118.dp
of,IN,9,wsj_0118.dp
an,DT,13,wsj_0118.dp
investment,NN,13,wsj_0118.dp
expert,NN,10,wsj_0118.dp
studiously,RB,15,wsj_0118.dp
devouring,VBG,13,wsj_0118.dp
press,NN,17,wsj_0118.dp
clippings,NNS,15,wsj_0118.dp
on,IN,17,wsj_0118.dp
each,DT,20,wsj_0118.dp
company,NN,18,wsj_0118.dp
he,PRP,22,wsj_0118.dp
follows,VBZ,20,wsj_0118.dp
.,.,4,wsj_0118.dp
Almost,RB,4,wsj_0118.dp
all,DT,4,wsj_0118.dp
new,JJ,4,wsj_0118.dp
regulation,NN,5,wsj_0118.dp
is,VBZ,19,wsj_0118.dp
introduced,VBN,5,wsj_0118.dp
in,IN,6,wsj_0118.dp
the,DT,9,wsj_0118.dp
interests,NNS,7,wsj_0118.dp
of,IN,9,wsj_0118.dp
protecting,VBG,10,wsj_0118.dp
the,DT,14,wsj_0118.dp
little,JJ,14,wsj_0118.dp
guy,NN,11,wsj_0118.dp
",",",",19,wsj_0118.dp
and,CC,19,wsj_0118.dp
he,PRP,19,wsj_0118.dp
invariably,RB,19,wsj_0118.dp
is,VBZ,0,wsj_0118.dp
the,DT,21,wsj_0118.dp
one,CD,19,wsj_0118.dp
least,JJS,23,wsj_0118.dp
able,JJ,21,wsj_0118.dp
to,TO,25,wsj_0118.dp
cope,VB,23,wsj_0118.dp
with,IN,25,wsj_0118.dp
its,PRP$,28,wsj_0118.dp
consequences,NNS,26,wsj_0118.dp
.,.,19,wsj_0118.dp
If,IN,16,wsj_0118.dp
spreads,NNS,7,wsj_0118.dp
available,JJ,2,wsj_0118.dp
from,IN,3,wsj_0118.dp
index,NN,6,wsj_0118.dp
arbitrage,NN,4,wsj_0118.dp
are,VBP,1,wsj_0118.dp
so,RB,9,wsj_0118.dp
enormous,JJ,7,wsj_0118.dp
",",",",16,wsj_0118.dp
surely,RB,16,wsj_0118.dp
any,DT,15,wsj_0118.dp
sizable,JJ,15,wsj_0118.dp
mutual-fund,NN,15,wsj_0118.dp
company,NN,16,wsj_0118.dp
could,MD,0,wsj_0118.dp
profit,VB,16,wsj_0118.dp
from,IN,17,wsj_0118.dp
offering,VBG,18,wsj_0118.dp
it,PRP,19,wsj_0118.dp
to,TO,19,wsj_0118.dp
small,JJ,23,wsj_0118.dp
investors,NNS,21,wsj_0118.dp
.,.,16,wsj_0118.dp
The,DT,3,wsj_0118.dp
sad,JJ,3,wsj_0118.dp
reality,NN,4,wsj_0118.dp
is,VBZ,0,wsj_0118.dp
that,IN,4,wsj_0118.dp
the,DT,8,wsj_0118.dp
retail,JJ,8,wsj_0118.dp
investor,NN,9,wsj_0118.dp
continues,VBZ,5,wsj_0118.dp
to,TO,11,wsj_0118.dp
pursue,VB,9,wsj_0118.dp
stellar,JJ,13,wsj_0118.dp
performers,NNS,11,wsj_0118.dp
first,RB,11,wsj_0118.dp
",",",",11,wsj_0118.dp
while,IN,11,wsj_0118.dp
leaving,VBG,16,wsj_0118.dp
institutions,NNS,20,wsj_0118.dp
to,TO,20,wsj_0118.dp
grapple,VB,17,wsj_0118.dp
with,IN,20,wsj_0118.dp
basis,NN,23,wsj_0118.dp
points,NNS,21,wsj_0118.dp
of,IN,23,wsj_0118.dp
performance,NN,24,wsj_0118.dp
on,IN,23,wsj_0118.dp
large,JJ,28,wsj_0118.dp
sums,NNS,26,wsj_0118.dp
of,IN,28,wsj_0118.dp
money,NN,29,wsj_0118.dp
quarter,NN,20,wsj_0118.dp
by,IN,31,wsj_0118.dp
quarter,NN,32,wsj_0118.dp
.,.,4,wsj_0118.dp
Cost-effective,JJ,3,wsj_0118.dp
index,NN,3,wsj_0118.dp
funds,NNS,5,wsj_0118.dp
just,RB,5,wsj_0118.dp
are,VBP,0,wsj_0118.dp
n't,RB,5,wsj_0118.dp
sexy,JJ,5,wsj_0118.dp
enough,RB,7,wsj_0118.dp
to,TO,10,wsj_0118.dp
justify,VB,7,wsj_0118.dp
the,DT,15,wsj_0118.dp
high,JJ,15,wsj_0118.dp
fees,NNS,15,wsj_0118.dp
and,CC,15,wsj_0118.dp
commissions,NNS,10,wsj_0118.dp
that,IN,23,wsj_0118.dp
retail,JJ,18,wsj_0118.dp
customers,NNS,20,wsj_0118.dp
frequently,RB,20,wsj_0118.dp
pay,VBP,16,wsj_0118.dp
",",",",23,wsj_0118.dp
and,CC,23,wsj_0118.dp
that,IN,15,wsj_0118.dp
institutional,JJ,25,wsj_0118.dp
customers,NNS,26,wsj_0118.dp
refuse,VBP,23,wsj_0118.dp
to,TO,28,wsj_0118.dp
pay,VB,26,wsj_0118.dp
.,.,5,wsj_0118.dp
Each,DT,4,wsj_0118.dp
new,JJ,4,wsj_0118.dp
trading,NN,4,wsj_0118.dp
roadblock,NN,5,wsj_0118.dp
is,VBZ,0,wsj_0118.dp
likely,JJ,5,wsj_0118.dp
to,TO,8,wsj_0118.dp
be,VB,6,wsj_0118.dp
beaten,VBN,8,wsj_0118.dp
by,IN,9,wsj_0118.dp
institutions,NNS,10,wsj_0118.dp
seeking,VBG,11,wsj_0118.dp
better,JJR,14,wsj_0118.dp
ways,NNS,12,wsj_0118.dp
to,TO,16,wsj_0118.dp
serve,VB,14,wsj_0118.dp
their,PRP$,19,wsj_0118.dp
high-volume,JJ,19,wsj_0118.dp
clients,NNS,16,wsj_0118.dp
",",",",16,wsj_0118.dp
here,RB,16,wsj_0118.dp
or,CC,21,wsj_0118.dp
overseas,RB,21,wsj_0118.dp
.,.,5,wsj_0118.dp
Legislating,VBG,5,wsj_0118.dp
new,JJ,4,wsj_0118.dp
trading,NN,4,wsj_0118.dp
inefficiencies,NNS,1,wsj_0118.dp
will,MD,0,wsj_0118.dp
only,RB,5,wsj_0118.dp
make,VB,5,wsj_0118.dp
things,NNS,9,wsj_0118.dp
harder,JJR,7,wsj_0118.dp
on,IN,9,wsj_0118.dp
the,DT,14,wsj_0118.dp
least,JJS,13,wsj_0118.dp
sophisticated,JJ,14,wsj_0118.dp
investors,NNS,10,wsj_0118.dp
.,.,5,wsj_0118.dp
So,RB,3,wsj_0118.dp
what,WP,3,wsj_0118.dp
is,VBZ,0,wsj_0118.dp
next,JJ,3,wsj_0118.dp
for,IN,3,wsj_0118.dp
program,NN,7,wsj_0118.dp
trading,NN,5,wsj_0118.dp
?,.,3,wsj_0118.dp
Left,VBN,9,wsj_0118.dp
to,TO,1,wsj_0118.dp
its,PRP$,5,wsj_0118.dp
own,JJ,5,wsj_0118.dp
devices,NNS,2,wsj_0118.dp
",",",",9,wsj_0118.dp
index,NN,8,wsj_0118.dp
arbitrage,NN,9,wsj_0118.dp
will,MD,0,wsj_0118.dp
become,VB,9,wsj_0118.dp
more,RBR,10,wsj_0118.dp
and,CC,11,wsj_0118.dp
more,RBR,11,wsj_0118.dp
efficient,JJ,11,wsj_0118.dp
",",",",10,wsj_0118.dp
making,VBG,10,wsj_0118.dp
it,PRP,20,wsj_0118.dp
harder,JJR,20,wsj_0118.dp
and,CC,20,wsj_0118.dp
harder,JJR,16,wsj_0118.dp
to,TO,22,wsj_0118.dp
do,VB,20,wsj_0118.dp
profitably,RB,22,wsj_0118.dp
.,.,9,wsj_0118.dp
Spreads,NNS,2,wsj_0118.dp
will,MD,18,wsj_0118.dp
become,VB,2,wsj_0118.dp
so,RB,5,wsj_0118.dp
tight,RB,3,wsj_0118.dp
that,IN,5,wsj_0118.dp
it,PRP,8,wsj_0118.dp
wo,MD,6,wsj_0118.dp
n't,RB,8,wsj_0118.dp
matter,VB,8,wsj_0118.dp
which,WDT,10,wsj_0118.dp
market,NN,11,wsj_0118.dp
an,DT,14,wsj_0118.dp
investor,NN,15,wsj_0118.dp
chooses,VBZ,11,wsj_0118.dp
--,:,18,wsj_0118.dp
arbitrage,NN,18,wsj_0118.dp
will,MD,0,wsj_0118.dp
prevent,VB,18,wsj_0118.dp
him,PRP,19,wsj_0118.dp
from,IN,19,wsj_0118.dp
gaining,VBG,21,wsj_0118.dp
any,DT,25,wsj_0118.dp
temporary,JJ,25,wsj_0118.dp
profit,NN,22,wsj_0118.dp
.,.,18,wsj_0118.dp
If,IN,38,wsj_0118.dp
government,NN,5,wsj_0118.dp
or,CC,2,wsj_0118.dp
private,JJ,2,wsj_0118.dp
watchdogs,NNS,6,wsj_0118.dp
insist,VBP,1,wsj_0118.dp
",",",",6,wsj_0118.dp
however,RB,6,wsj_0118.dp
",",",",6,wsj_0118.dp
on,IN,6,wsj_0118.dp
introducing,VBG,10,wsj_0118.dp
greater,JJR,13,wsj_0118.dp
friction,NN,11,wsj_0118.dp
between,IN,13,wsj_0118.dp
the,DT,16,wsj_0118.dp
markets,NNS,14,wsj_0118.dp
-LRB-,-LRB-,30,wsj_0118.dp
limits,NNS,30,wsj_0118.dp
on,IN,18,wsj_0118.dp
price,NN,21,wsj_0118.dp
moves,NNS,19,wsj_0118.dp
",",",",30,wsj_0118.dp
two-tiered,JJ,24,wsj_0118.dp
execution,NN,30,wsj_0118.dp
",",",",30,wsj_0118.dp
higher,JJR,28,wsj_0118.dp
margin,NN,28,wsj_0118.dp
requirements,NNS,30,wsj_0118.dp
",",",",30,wsj_0118.dp
taxation,NN,13,wsj_0118.dp
",",",",30,wsj_0118.dp
etc.,FW,30,wsj_0118.dp
-RRB-,-RRB-,30,wsj_0118.dp
",",",",38,wsj_0118.dp
the,DT,37,wsj_0118.dp
end,NN,37,wsj_0118.dp
loser,NN,38,wsj_0118.dp
will,MD,0,wsj_0118.dp
be,VB,38,wsj_0118.dp
the,DT,41,wsj_0118.dp
markets,NNS,42,wsj_0118.dp
themselves,PRP,39,wsj_0118.dp
.,.,38,wsj_0118.dp
Instead,RB,4,wsj_0118.dp
",",",",4,wsj_0118.dp
we,PRP,4,wsj_0118.dp
ought,MD,0,wsj_0118.dp
to,TO,6,wsj_0118.dp
be,VB,4,wsj_0118.dp
inviting,VBG,6,wsj_0118.dp
more,JJR,9,wsj_0118.dp
liquidity,NN,7,wsj_0118.dp
with,IN,7,wsj_0118.dp
cheaper,JJR,12,wsj_0118.dp
ways,NNS,10,wsj_0118.dp
to,TO,14,wsj_0118.dp
trade,VB,12,wsj_0118.dp
and,CC,14,wsj_0118.dp
transfer,VB,14,wsj_0118.dp
capital,NN,14,wsj_0118.dp
among,IN,14,wsj_0118.dp
all,DT,20,wsj_0118.dp
participants,NNS,18,wsj_0118.dp
.,.,4,wsj_0118.dp
Mr.,NNP,3,wsj_0118.dp
Allen,NNP,3,wsj_0118.dp
's,POS,5,wsj_0118.dp
Pittsburgh,NNP,5,wsj_0118.dp
firm,NN,10,wsj_0118.dp
",",",",10,wsj_0118.dp
Advanced,NNP,10,wsj_0118.dp
Investment,NNP,10,wsj_0118.dp
Management,NNP,10,wsj_0118.dp
Inc.,NNP,12,wsj_0118.dp
",",",",10,wsj_0118.dp
executes,VBZ,0,wsj_0118.dp
program,NN,14,wsj_0118.dp
trades,NNS,12,wsj_0118.dp
for,IN,12,wsj_0118.dp
institutions,NNS,15,wsj_0118.dp
.,.,12,wsj_0118.dp
Some,DT,2,wsj_0119.dp
Democrats,NNPS,5,wsj_0119.dp
in,IN,2,wsj_0119.dp
Congress,NNP,3,wsj_0119.dp
are,VBP,0,wsj_0119.dp
warning,VBG,5,wsj_0119.dp
that,IN,6,wsj_0119.dp
a,DT,12,wsj_0119.dp
complicated,JJ,12,wsj_0119.dp
new,JJ,12,wsj_0119.dp
funding,NN,12,wsj_0119.dp
device,NN,19,wsj_0119.dp
for,IN,12,wsj_0119.dp
the,DT,18,wsj_0119.dp
two,CD,18,wsj_0119.dp
federal,JJ,18,wsj_0119.dp
antitrust,JJ,18,wsj_0119.dp
agencies,NNS,13,wsj_0119.dp
could,MD,7,wsj_0119.dp
result,VB,19,wsj_0119.dp
in,IN,20,wsj_0119.dp
further,JJR,23,wsj_0119.dp
cutbacks,NNS,21,wsj_0119.dp
in,IN,23,wsj_0119.dp
a,DT,27,wsj_0119.dp
regulatory,JJ,27,wsj_0119.dp
area,NN,24,wsj_0119.dp
already,RB,29,wsj_0119.dp
reduced,VBN,27,wsj_0119.dp
sharply,RB,29,wsj_0119.dp
in,IN,29,wsj_0119.dp
recent,JJ,33,wsj_0119.dp
years,NNS,31,wsj_0119.dp
.,.,5,wsj_0119.dp
The,DT,3,wsj_0119.dp
funding,NN,3,wsj_0119.dp
mechanism,NN,20,wsj_0119.dp
",",",",3,wsj_0119.dp
which,WDT,3,wsj_0119.dp
has,VBZ,5,wsj_0119.dp
received,VBN,6,wsj_0119.dp
congressional,JJ,9,wsj_0119.dp
approval,NN,7,wsj_0119.dp
and,CC,6,wsj_0119.dp
is,VBZ,6,wsj_0119.dp
expected,VBN,11,wsj_0119.dp
to,TO,14,wsj_0119.dp
be,VB,12,wsj_0119.dp
signed,VBN,14,wsj_0119.dp
by,IN,15,wsj_0119.dp
President,NNP,18,wsj_0119.dp
Bush,NNP,16,wsj_0119.dp
",",",",3,wsj_0119.dp
would,MD,0,wsj_0119.dp
affect,VB,20,wsj_0119.dp
the,DT,24,wsj_0119.dp
antitrust,JJ,24,wsj_0119.dp
operations,NNS,21,wsj_0119.dp
of,IN,24,wsj_0119.dp
the,DT,28,wsj_0119.dp
Justice,NNP,28,wsj_0119.dp
Department,NNP,33,wsj_0119.dp
and,CC,33,wsj_0119.dp
the,DT,33,wsj_0119.dp
Federal,NNP,33,wsj_0119.dp
Trade,NNP,33,wsj_0119.dp
Commission,NNP,25,wsj_0119.dp
.,.,20,wsj_0119.dp
As,IN,12,wsj_0119.dp
a,DT,3,wsj_0119.dp
part,NN,1,wsj_0119.dp
of,IN,3,wsj_0119.dp
overall,JJ,6,wsj_0119.dp
efforts,NNS,4,wsj_0119.dp
to,TO,8,wsj_0119.dp
reduce,VB,6,wsj_0119.dp
spending,NN,8,wsj_0119.dp
",",",",12,wsj_0119.dp
Congress,NNP,12,wsj_0119.dp
cut,VBD,0,wsj_0119.dp
by,IN,12,wsj_0119.dp
$,$,13,wsj_0119.dp
30,CD,14,wsj_0119.dp
million,CD,14,wsj_0119.dp
the,DT,20,wsj_0119.dp
Bush,NNP,20,wsj_0119.dp
administration,NN,20,wsj_0119.dp
's,POS,21,wsj_0119.dp
request,NN,12,wsj_0119.dp
for,IN,21,wsj_0119.dp
antitrust,JJ,24,wsj_0119.dp
enforcement,NN,22,wsj_0119.dp
for,IN,24,wsj_0119.dp
fiscal,JJ,27,wsj_0119.dp
1990,CD,25,wsj_0119.dp
",",",",27,wsj_0119.dp
which,WDT,27,wsj_0119.dp
began,VBD,29,wsj_0119.dp
Oct.,NNP,30,wsj_0119.dp
1,CD,31,wsj_0119.dp
.,.,12,wsj_0119.dp
To,TO,2,wsj_0119.dp
offset,VB,7,wsj_0119.dp
the,DT,4,wsj_0119.dp
reduction,NN,2,wsj_0119.dp
",",",",7,wsj_0119.dp
Congress,NNP,7,wsj_0119.dp
approved,VBD,0,wsj_0119.dp
a,DT,11,wsj_0119.dp
$,$,11,wsj_0119.dp
"20,000",CD,9,wsj_0119.dp
fee,NN,7,wsj_0119.dp
that,IN,11,wsj_0119.dp
investors,NNS,15,wsj_0119.dp
and,CC,15,wsj_0119.dp
companies,NNS,16,wsj_0119.dp
will,MD,12,wsj_0119.dp
have,VB,16,wsj_0119.dp
to,TO,19,wsj_0119.dp
pay,VB,17,wsj_0119.dp
each,DT,21,wsj_0119.dp
time,NN,19,wsj_0119.dp
they,PRP,23,wsj_0119.dp
make,VBP,21,wsj_0119.dp
required,VBN,25,wsj_0119.dp
filings,NNS,23,wsj_0119.dp
to,TO,25,wsj_0119.dp
antitrust,JJ,28,wsj_0119.dp
regulators,NNS,26,wsj_0119.dp
about,IN,25,wsj_0119.dp
mergers,NNS,36,wsj_0119.dp
",",",",36,wsj_0119.dp
acquisitions,NNS,36,wsj_0119.dp
and,CC,36,wsj_0119.dp
certain,JJ,36,wsj_0119.dp
other,JJ,36,wsj_0119.dp
transactions,NNS,29,wsj_0119.dp
.,.,7,wsj_0119.dp
Some,RB,2,wsj_0119.dp
Democrats,NNPS,16,wsj_0119.dp
",",",",2,wsj_0119.dp
led,VBN,2,wsj_0119.dp
by,IN,4,wsj_0119.dp
Rep.,NNP,8,wsj_0119.dp
Jack,NNP,8,wsj_0119.dp
Brooks,NNP,5,wsj_0119.dp
-LRB-,-LRB-,12,wsj_0119.dp
D.,NNP,12,wsj_0119.dp
",",",",12,wsj_0119.dp
Texas,NNP,8,wsj_0119.dp
-RRB-,-RRB-,12,wsj_0119.dp
",",",",2,wsj_0119.dp
unsuccessfully,RB,16,wsj_0119.dp
opposed,VBD,0,wsj_0119.dp
the,DT,18,wsj_0119.dp
measure,NN,16,wsj_0119.dp
because,IN,16,wsj_0119.dp
they,PRP,21,wsj_0119.dp
fear,VBP,19,wsj_0119.dp
that,IN,21,wsj_0119.dp
the,DT,24,wsj_0119.dp
fees,NNS,25,wsj_0119.dp
may,MD,22,wsj_0119.dp
not,RB,25,wsj_0119.dp
fully,RB,25,wsj_0119.dp
make,VB,25,wsj_0119.dp
up,RP,28,wsj_0119.dp
for,IN,28,wsj_0119.dp
the,DT,33,wsj_0119.dp
budget,NN,33,wsj_0119.dp
cuts,NNS,30,wsj_0119.dp
.,.,16,wsj_0119.dp
But,CC,7,wsj_0119.dp
Justice,NNP,6,wsj_0119.dp
Department,NNP,6,wsj_0119.dp
and,CC,6,wsj_0119.dp
FTC,NNP,6,wsj_0119.dp
officials,NNS,7,wsj_0119.dp
said,VBD,0,wsj_0119.dp
they,PRP,9,wsj_0119.dp
expect,VBP,7,wsj_0119.dp
the,DT,12,wsj_0119.dp
filing,NN,12,wsj_0119.dp
fees,NNS,14,wsj_0119.dp
to,TO,14,wsj_0119.dp
make,VB,9,wsj_0119.dp
up,RP,14,wsj_0119.dp
for,IN,14,wsj_0119.dp
the,DT,19,wsj_0119.dp
budget,NN,19,wsj_0119.dp
reductions,NNS,16,wsj_0119.dp
and,CC,14,wsj_0119.dp
possibly,RB,22,wsj_0119.dp
exceed,VB,14,wsj_0119.dp
them,PRP,22,wsj_0119.dp
.,.,7,wsj_0119.dp
``,``,21,wsj_0119.dp
It,PRP,3,wsj_0119.dp
could,MD,21,wsj_0119.dp
operate,VB,3,wsj_0119.dp
to,TO,6,wsj_0119.dp
augment,VB,4,wsj_0119.dp
our,PRP$,8,wsj_0119.dp
budget,NN,6,wsj_0119.dp
",",",",21,wsj_0119.dp
'','',21,wsj_0119.dp
James,NNP,12,wsj_0119.dp
Rill,NNP,19,wsj_0119.dp
",",",",19,wsj_0119.dp
the,DT,17,wsj_0119.dp
Justice,NNP,17,wsj_0119.dp
Department,NNP,17,wsj_0119.dp
's,POS,19,wsj_0119.dp
antitrust,JJ,19,wsj_0119.dp
chief,NN,21,wsj_0119.dp
",",",",19,wsj_0119.dp
said,VBD,0,wsj_0119.dp
in,IN,21,wsj_0119.dp
an,DT,24,wsj_0119.dp
interview,NN,22,wsj_0119.dp
.,.,21,wsj_0119.dp
Under,IN,22,wsj_0119.dp
measures,NNS,1,wsj_0119.dp
approved,VBN,2,wsj_0119.dp
by,IN,3,wsj_0119.dp
both,DT,6,wsj_0119.dp
houses,NNS,4,wsj_0119.dp
of,IN,6,wsj_0119.dp
Congress,NNP,7,wsj_0119.dp
",",",",22,wsj_0119.dp
the,DT,12,wsj_0119.dp
administration,NN,12,wsj_0119.dp
's,POS,13,wsj_0119.dp
request,NN,22,wsj_0119.dp
for,IN,13,wsj_0119.dp
$,$,14,wsj_0119.dp
47,CD,15,wsj_0119.dp
million,CD,15,wsj_0119.dp
for,IN,15,wsj_0119.dp
the,DT,21,wsj_0119.dp
Antitrust,NNP,21,wsj_0119.dp
Division,NNP,18,wsj_0119.dp
would,MD,0,wsj_0119.dp
be,VB,22,wsj_0119.dp
cut,VBN,23,wsj_0119.dp
$,$,24,wsj_0119.dp
15,CD,25,wsj_0119.dp
million,CD,25,wsj_0119.dp
.,.,22,wsj_0119.dp
The,DT,4,wsj_0119.dp
FTC,NNP,4,wsj_0119.dp
budget,NN,4,wsj_0119.dp
request,NN,22,wsj_0119.dp
of,IN,4,wsj_0119.dp
$,$,5,wsj_0119.dp
70,CD,6,wsj_0119.dp
million,CD,6,wsj_0119.dp
",",",",4,wsj_0119.dp
about,IN,11,wsj_0119.dp
$,$,14,wsj_0119.dp
34,CD,11,wsj_0119.dp
million,CD,11,wsj_0119.dp
of,IN,4,wsj_0119.dp
which,WDT,14,wsj_0119.dp
would,MD,14,wsj_0119.dp
go,VB,16,wsj_0119.dp
for,IN,17,wsj_0119.dp
antitrust,JJ,20,wsj_0119.dp
enforcement,NN,18,wsj_0119.dp
",",",",4,wsj_0119.dp
would,MD,0,wsj_0119.dp
also,RB,22,wsj_0119.dp
be,VB,22,wsj_0119.dp
cut,VBN,24,wsj_0119.dp
by,IN,25,wsj_0119.dp
$,$,26,wsj_0119.dp
15,CD,27,wsj_0119.dp
million,CD,27,wsj_0119.dp
.,.,22,wsj_0119.dp
The,DT,2,wsj_0119.dp
administration,NN,3,wsj_0119.dp
had,VBD,0,wsj_0119.dp
requested,VBN,3,wsj_0119.dp
roughly,RB,8,wsj_0119.dp
the,DT,8,wsj_0119.dp
same,JJ,8,wsj_0119.dp
amount,NN,4,wsj_0119.dp
for,IN,8,wsj_0119.dp
antitrust,JJ,11,wsj_0119.dp
enforcement,NN,9,wsj_0119.dp
for,IN,8,wsj_0119.dp
fiscal,JJ,14,wsj_0119.dp
1990,CD,12,wsj_0119.dp
as,IN,8,wsj_0119.dp
was,VBD,15,wsj_0119.dp
appropriated,VBN,16,wsj_0119.dp
in,IN,17,wsj_0119.dp
